"index","date","country","confirmed","deaths","recovered"
15243,"2020-04-11",Nicaragua,1.0,0.0,0.0
15244,"2020-04-11",Niger,53.0,0.0,0.0
15245,"2020-04-11",Nigeria,13.0,3.0,12.0
15246,"2020-04-11",North Macedonia,49.0,2.0,0.0
15247,"2020-04-11",Norway,95.0,6.0,0.0
15248,"2020-04-11",Oman,62.0,0.0,0.0
15249,"2020-04-11",Pakistan,219.0,5.0,266.0
15250,"2020-04-11",Panama,222.0,8.0,1.0
15251,"2020-04-11",Papua New Guinea,0.0,0.0,0.0
15252,"2020-04-11",Paraguay,4.0,0.0,0.0
15253,"2020-04-11",Peru,951.0,12.0,170.0
15254,"2020-04-11",Philippines,233.0,26.0,17.0
15255,"2020-04-11",Poland,401.0,27.0,57.0
15256,"2020-04-11",Portugal,515.0,35.0,33.0
15257,"2020-04-11",Qatar,216.0,0.0,20.0
15258,"2020-04-11",Romania,523.0,21.0,29.0
15259,"2020-04-11",Russia,1667.0,12.0,250.0
15260,"2020-04-11",Rwanda,2.0,0.0,11.0
15261,"2020-04-11",Saint Kitts and Nevis,0.0,0.0,0.0
15262,"2020-04-11",Saint Lucia,0.0,0.0,0.0
15263,"2020-04-11",Saint Vincent and the Grenadines,0.0,0.0,0.0
15264,"2020-04-11",Samoa,0.0,0.0,0.0
15265,"2020-04-11",San Marino,12.0,1.0,3.0
15266,"2020-04-11",Sao Tome and Principe,0.0,0.0,0.0
15267,"2020-04-11",Saudi Arabia,382.0,5.0,35.0
15268,"2020-04-11",Senegal,13.0,0.0,15.0
15269,"2020-04-11",Serbia,275.0,3.0,0.0
15270,"2020-04-11",Seychelles,0.0,0.0,0.0
15271,"2020-04-11",Sierra Leone,0.0,0.0,0.0
15272,"2020-04-11",Singapore,191.0,1.0,36.0
15273,"2020-04-11",Slovakia,13.0,0.0,0.0
15274,"2020-04-11",Slovenia,28.0,5.0,11.0
15275,"2020-04-11",Solomon Islands,0.0,0.0,0.0
15276,"2020-04-11",Somalia,0.0,0.0,0.0
15277,"2020-04-11",South Africa,25.0,1.0,0.0
15278,"2020-04-11",South Sudan,0.0,0.0,0.0
15279,"2020-04-11",Spain,4754.0,525.0,3441.0
15280,"2020-04-11",Sri Lanka,8.0,0.0,0.0
15281,"2020-04-11",Sudan,4.0,0.0,0.0
15282,"2020-04-11",Suriname,0.0,0.0,0.0
15283,"2020-04-11",Sweden,395.0,17.0,0.0
15284,"2020-04-11",Switzerland,556.0,34.0,1000.0
15285,"2020-04-11",Syria,6.0,0.0,1.0
15286,"2020-04-11",Taiwan*,3.0,0.0,8.0
15287,"2020-04-11",Tajikistan,0.0,0.0,0.0
15288,"2020-04-11",Tanzania,0.0,0.0,0.0
15289,"2020-04-11",Thailand,45.0,2.0,122.0
15290,"2020-04-11",Timor-Leste,0.0,0.0,0.0
15291,"2020-04-11",Togo,0.0,0.0,0.0
15292,"2020-04-11",Trinidad and Tobago,3.0,0.0,11.0
15293,"2020-04-11",Tunisia,14.0,3.0,18.0
15294,"2020-04-11",Turkey,5138.0,95.0,542.0
15295,"2020-04-11",US,29130.0,2128.0,2480.0
15296,"2020-04-11",Uganda,0.0,0.0,4.0
15297,"2020-04-11",Ukraine,308.0,4.0,18.0
15298,"2020-04-11",United Arab Emirates,376.0,4.0,170.0
15299,"2020-04-11",United Kingdom,3577.0,843.0,0.0
15300,"2020-04-11",Uruguay,7.0,0.0,10.0
15301,"2020-04-11",Uzbekistan,143.0,1.0,0.0
15302,"2020-04-11",Vanuatu,0.0,0.0,0.0
15303,"2020-04-11",Venezuela,4.0,0.0,9.0
15304,"2020-04-11",Vietnam,1.0,0.0,0.0
15305,"2020-04-11",West Bank and Gaza,1.0,0.0,12.0
15306,"2020-04-11",Yemen,0.0,0.0,0.0
15307,"2020-04-11",Zambia,0.0,0.0,3.0
15308,"2020-04-11",Zimbabwe,1.0,0.0,0.0
15309,"2020-04-12",Afghanistan,52.0,1.0,0.0
15310,"2020-04-12",Albania,13.0,0.0,20.0
15311,"2020-04-12",Algeria,89.0,18.0,131.0
15312,"2020-04-12",Andorra,37.0,3.0,57.0
15313,"2020-04-12",Angola,0.0,0.0,0.0
15314,"2020-04-12",Antigua and Barbuda,0.0,0.0,0.0
15315,"2020-04-12",Argentina,167.0,7.0,28.0
15316,"2020-04-12",Armenia,46.0,0.0,24.0
15317,"2020-04-12",Austria,139.0,13.0,383.0
15318,"2020-04-12",Azerbaijan,40.0,0.0,50.0
15319,"2020-04-12",Bahamas,0.0,0.0,0.0
15320,"2020-04-12",Bahrain,96.0,0.0,3.0
15321,"2020-04-12",Bangladesh,139.0,4.0,3.0
15322,"2020-04-12",Barbados,3.0,0.0,0.0
15323,"2020-04-12",Belarus,352.0,3.0,31.0
15324,"2020-04-12",Belgium,1629.0,254.0,477.0
15325,"2020-04-12",Belize,1.0,0.0,0.0
15326,"2020-04-12",Benin,0.0,0.0,0.0
15327,"2020-04-12",Bhutan,0.0,0.0,0.0
15328,"2020-04-12",Bolivia,25.0,4.0,0.0
15329,"2020-04-12",Bosnia and Herzegovina,63.0,2.0,54.0
15330,"2020-04-12",Botswana,0.0,0.0,0.0
15331,"2020-04-12",Brazil,1465.0,99.0,0.0
15332,"2020-04-12",Brunei,0.0,0.0,2.0
15333,"2020-04-12",Bulgaria,14.0,1.0,6.0
15334,"2020-04-12",Burkina Faso,13.0,0.0,6.0
15335,"2020-04-12",Burma,3.0,1.0,0.0
15336,"2020-04-12",Burundi,0.0,0.0,0.0
15337,"2020-04-12",Cabo Verde,0.0,0.0,0.0
15338,"2020-04-12",Cambodia,2.0,0.0,2.0
15339,"2020-04-12",Cameroon,0.0,0.0,0.0
15340,"2020-04-12",Central African Republic,0.0,0.0,0.0
15341,"2020-04-12",Chad,7.0,0.0,0.0
15342,"2020-04-12",Chile,286.0,7.0,195.0
15343,"2020-04-12",Colombia,67.0,9.0,56.0
15344,"2020-04-12",Comoros,0.0,0.0,0.0
15345,"2020-04-12",Congo (Brazzaville),0.0,0.0,0.0
15346,"2020-04-12",Congo (Kinshasa),11.0,0.0,0.0
15347,"2020-04-12",Costa Rica,18.0,0.0,7.0
15348,"2020-04-12",Cote d'Ivoire,41.0,1.0,27.0
15349,"2020-04-12",Croatia,66.0,2.0,50.0
15350,"2020-04-12",Cuba,49.0,2.0,15.0
15351,"2020-04-12",Cyprus,17.0,1.0,4.0
15352,"2020-04-12",Czechia,160.0,9.0,53.0
15353,"2020-04-12",Denmark,178.0,13.0,168.0
15354,"2020-04-12",Diamond Princess,0.0,0.0,0.0
15355,"2020-04-12",Djibouti,27.0,0.0,0.0
15356,"2020-04-12",Dominica,0.0,0.0,3.0
15357,"2020-04-12",Dominican Republic,208.0,38.0,23.0
15358,"2020-04-12",Ecuador,209.0,18.0,90.0
15359,"2020-04-12",Egypt,126.0,13.0,163.0
15360,"2020-04-12",El Salvador,7.0,0.0,2.0
15361,"2020-04-12",Equatorial Guinea,3.0,0.0,0.0
15362,"2020-04-12",Eritrea,0.0,0.0,0.0
15363,"2020-04-12",Estonia,5.0,1.0,5.0
15364,"2020-04-12",Eswatini,2.0,0.0,0.0
15365,"2020-04-12",Ethiopia,2.0,0.0,0.0
15366,"2020-04-12",Fiji,0.0,0.0,0.0
15367,"2020-04-12",Finland,69.0,7.0,0.0
15368,"2020-04-12",France,50740.0,561.0,795.0
15369,"2020-04-12",Gabon,3.0,0.0,0.0
15370,"2020-04-12",Gambia,0.0,0.0,0.0
15371,"2020-04-12",Georgia,15.0,0.0,7.0
15372,"2020-04-12",Germany,2946.0,286.0,2900.0
15373,"2020-04-12",Ghana,158.0,0.0,0.0
15374,"2020-04-12",Greece,33.0,5.0,0.0
15375,"2020-04-12",Grenada,0.0,0.0,0.0
15376,"2020-04-12",Guatemala,18.0,2.0,0.0
15377,"2020-04-12",Guinea,0.0,0.0,0.0
15378,"2020-04-12",Guinea-Bissau,0.0,0.0,0.0
15379,"2020-04-12",Guyana,0.0,0.0,0.0
15380,"2020-04-12",Haiti,1.0,0.0,0.0
15381,"2020-04-12",Holy See,0.0,0.0,0.0
15382,"2020-04-12",Honduras,1.0,1.0,0.0
15383,"2020-04-12",Hungary,100.0,14.0,3.0
15384,"2020-04-12",Iceland,12.0,0.0,48.0
15385,"2020-04-12",India,759.0,43.0,111.0
15386,"2020-04-12",Indonesia,399.0,46.0,73.0
15387,"2020-04-12",Iran,1657.0,117.0,1947.0
15388,"2020-04-12",Iraq,34.0,4.0,39.0
15389,"2020-04-12",Ireland,727.0,14.0,0.0
15390,"2020-04-12",Israel,552.0,6.0,298.0
15391,"2020-04-12",Italy,4092.0,431.0,1677.0
15392,"2020-04-12",Jamaica,4.0,0.0,0.0
15393,"2020-04-12",Japan,522.0,9.0,0.0
15394,"2020-04-12",Jordan,8.0,0.0,24.0
15395,"2020-04-12",Kazakhstan,86.0,0.0,18.0
15396,"2020-04-12",Kenya,6.0,1.0,1.0
15397,"2020-04-12","Korea, South",32.0,3.0,125.0
15398,"2020-04-12",Kosovo,33.0,0.0,6.0
15399,"2020-04-12",Kuwait,80.0,0.0,9.0
15400,"2020-04-12",Kyrgyzstan,38.0,0.0,10.0
15401,"2020-04-12",Laos,1.0,0.0,0.0
15402,"2020-04-12",Latvia,21.0,2.0,0.0
15403,"2020-04-12",Lebanon,11.0,0.0,3.0
15404,"2020-04-12",Lesotho,0.0,0.0,0.0
15405,"2020-04-12",Liberia,2.0,0.0,0.0
15406,"2020-04-12",Libya,1.0,0.0,1.0
15407,"2020-04-12",Liechtenstein,0.0,0.0,5.0
15408,"2020-04-12",Lithuania,26.0,1.0,0.0
15409,"2020-04-12",Luxembourg,11.0,4.0,0.0
15410,"2020-04-12",MS Zaandam,0.0,0.0,0.0
15411,"2020-04-12",Madagascar,4.0,0.0,9.0
15412,"2020-04-12",Malawi,1.0,0.0,0.0
15413,"2020-04-12",Malaysia,153.0,3.0,113.0
15414,"2020-04-12",Maldives,1.0,0.0,1.0
15415,"2020-04-12",Mali,18.0,2.0,0.0
15416,"2020-04-12",Malta,8.0,0.0,28.0
15417,"2020-04-12",Marshall Islands,0.0,0.0,0.0
15418,"2020-04-12",Mauritania,0.0,0.0,0.0
15419,"2020-04-12",Mauritius,5.0,0.0,14.0
15420,"2020-04-12",Mexico,442.0,23.0,1139.0
15421,"2020-04-12",Micronesia,0.0,0.0,0.0
15422,"2020-04-12",Moldova,102.0,1.0,19.0
15423,"2020-04-12",Monaco,1.0,0.0,1.0
15424,"2020-04-12",Mongolia,0.0,0.0,0.0
15425,"2020-04-12",Montenegro,9.0,1.0,0.0
15426,"2020-04-12",Morocco,116.0,7.0,31.0
15427,"2020-04-12",Mozambique,1.0,0.0,0.0
15428,"2020-04-12",Namibia,0.0,0.0,0.0
15429,"2020-04-12",Nepal,3.0,0.0,0.0
15430,"2020-04-12",Netherlands,1174.0,94.0,0.0
15431,"2020-04-12",New Zealand,18.0,0.0,49.0
15432,"2020-04-12",Nicaragua,1.0,0.0,4.0
15433,"2020-04-12",Niger,38.0,1.0,34.0
15434,"2020-04-12",Nigeria,5.0,0.0,15.0
15435,"2020-04-12",North Macedonia,68.0,0.0,0.0
15436,"2020-04-12",Norway,116.0,9.0,0.0
15437,"2020-04-12",Oman,53.0,1.0,0.0
15438,"2020-04-12",Pakistan,266.0,2.0,67.0
15439,"2020-04-12",Panama,260.0,5.0,6.0
15440,"2020-04-12",Papua New Guinea,0.0,0.0,0.0
15441,"2020-04-12",Paraguay,1.0,0.0,4.0
15442,"2020-04-12",Peru,671.0,12.0,59.0
15443,"2020-04-12",Philippines,220.0,50.0,40.0
15444,"2020-04-12",Poland,318.0,24.0,64.0
15445,"2020-04-12",Portugal,598.0,34.0,11.0
15446,"2020-04-12",Qatar,251.0,1.0,28.0
15447,"2020-04-12",Romania,310.0,25.0,94.0
15448,"2020-04-12",Russia,2186.0,24.0,246.0
15449,"2020-04-12",Rwanda,6.0,0.0,7.0
15450,"2020-04-12",Saint Kitts and Nevis,0.0,0.0,0.0
15451,"2020-04-12",Saint Lucia,0.0,0.0,3.0
15452,"2020-04-12",Saint Vincent and the Grenadines,0.0,0.0,0.0
15453,"2020-04-12",Samoa,0.0,0.0,0.0
15454,"2020-04-12",San Marino,0.0,0.0,0.0
15455,"2020-04-12",Sao Tome and Principe,0.0,0.0,0.0
15456,"2020-04-12",Saudi Arabia,429.0,7.0,41.0
15457,"2020-04-12",Senegal,2.0,0.0,19.0
15458,"2020-04-12",Serbia,250.0,6.0,0.0
15459,"2020-04-12",Seychelles,0.0,0.0,0.0
15460,"2020-04-12",Sierra Leone,2.0,0.0,0.0
15461,"2020-04-12",Singapore,233.0,0.0,32.0
15462,"2020-04-12",Slovakia,14.0,0.0,0.0
15463,"2020-04-12",Slovenia,17.0,3.0,2.0
15464,"2020-04-12",Solomon Islands,0.0,0.0,0.0
15465,"2020-04-12",Somalia,4.0,0.0,1.0
15466,"2020-04-12",South Africa,145.0,0.0,0.0
15467,"2020-04-12",South Sudan,0.0,0.0,0.0
15468,"2020-04-12",Spain,3804.0,603.0,3282.0
15469,"2020-04-12",Sri Lanka,12.0,0.0,2.0
15470,"2020-04-12",Sudan,0.0,0.0,0.0
15471,"2020-04-12",Suriname,0.0,0.0,0.0
15472,"2020-04-12",Sweden,464.0,12.0,0.0
15473,"2020-04-12",Switzerland,308.0,70.0,600.0
15474,"2020-04-12",Syria,0.0,0.0,0.0
15475,"2020-04-12",Taiwan*,3.0,0.0,10.0
15476,"2020-04-12",Tajikistan,0.0,0.0,0.0
15477,"2020-04-12",Tanzania,0.0,0.0,0.0
15478,"2020-04-12",Thailand,33.0,3.0,83.0
15479,"2020-04-12",Timor-Leste,0.0,0.0,0.0
15480,"2020-04-12",Togo,0.0,0.0,4.0
15481,"2020-04-12",Trinidad and Tobago,1.0,0.0,4.0
15482,"2020-04-12",Tunisia,22.0,3.0,0.0
15483,"2020-04-12",Turkey,4789.0,97.0,481.0
15484,"2020-04-12",US,27255.0,1873.0,1718.0
15485,"2020-04-12",Uganda,1.0,0.0,0.0
15486,"2020-04-12",Ukraine,266.0,10.0,10.0
15487,"2020-04-12",United Arab Emirates,387.0,2.0,92.0
15488,"2020-04-12",United Kingdom,3495.0,657.0,0.0
15489,"2020-04-12",Uruguay,-21.0,0.0,7.0
15490,"2020-04-12",Uzbekistan,98.0,0.0,24.0
15491,"2020-04-12",Vanuatu,0.0,0.0,0.0
15492,"2020-04-12",Venezuela,6.0,0.0,0.0
15493,"2020-04-12",Vietnam,4.0,0.0,0.0
15494,"2020-04-12",West Bank and Gaza,3.0,0.0,1.0
15495,"2020-04-12",Yemen,0.0,0.0,0.0
15496,"2020-04-12",Zambia,3.0,0.0,2.0
15497,"2020-04-12",Zimbabwe,0.0,0.0,0.0
15498,"2020-04-13",Afghanistan,58.0,3.0,0.0
15499,"2020-04-13",Albania,21.0,0.0,15.0
15500,"2020-04-13",Algeria,69.0,20.0,10.0
15501,"2020-04-13",Andorra,8.0,0.0,0.0
15502,"2020-04-13",Angola,0.0,0.0,0.0
15503,"2020-04-13",Antigua and Barbuda,2.0,0.0,0.0
15504,"2020-04-13",Argentina,66.0,7.0,47.0
15505,"2020-04-13",Armenia,26.0,1.0,14.0
15506,"2020-04-13",Austria,96.0,18.0,356.0
15507,"2020-04-13",Azerbaijan,50.0,1.0,39.0
15508,"2020-04-13",Bahamas,1.0,0.0,1.0
15509,"2020-04-13",Bahrain,225.0,0.0,33.0
15510,"2020-04-13",Bangladesh,182.0,5.0,3.0
15511,"2020-04-13",Barbados,1.0,0.0,2.0
15512,"2020-04-13",Belarus,341.0,3.0,0.0
15513,"2020-04-13",Belgium,942.0,303.0,244.0
15514,"2020-04-13",Belize,4.0,0.0,0.0
15515,"2020-04-13",Benin,0.0,0.0,0.0
15516,"2020-04-13",Bhutan,0.0,0.0,0.0
15517,"2020-04-13",Bolivia,30.0,3.0,0.0
15518,"2020-04-13",Bosnia and Herzegovina,28.0,0.0,13.0
15519,"2020-04-13",Botswana,0.0,0.0,0.0
15520,"2020-04-13",Brazil,1238.0,105.0,0.0
15521,"2020-04-13",Brunei,0.0,0.0,1.0
15522,"2020-04-13",Bulgaria,10.0,3.0,3.0
15523,"2020-04-13",Burkina Faso,0.0,0.0,0.0
15524,"2020-04-13",Burma,21.0,0.0,0.0
15525,"2020-04-13",Burundi,0.0,1.0,0.0
15526,"2020-04-13",Cabo Verde,2.0,0.0,0.0
15527,"2020-04-13",Cambodia,0.0,0.0,0.0
15528,"2020-04-13",Cameroon,0.0,0.0,0.0
15529,"2020-04-13",Central African Republic,3.0,0.0,3.0
15530,"2020-04-13",Chad,5.0,0.0,0.0
15531,"2020-04-13",Chile,312.0,2.0,308.0
15532,"2020-04-13",Colombia,76.0,3.0,49.0
15533,"2020-04-13",Comoros,0.0,0.0,0.0
15534,"2020-04-13",Congo (Brazzaville),0.0,0.0,0.0
15535,"2020-04-13",Congo (Kinshasa),1.0,0.0,1.0
15536,"2020-04-13",Costa Rica,17.0,0.0,6.0
15537,"2020-04-13",Cote d'Ivoire,52.0,1.0,4.0
15538,"2020-04-13",Croatia,50.0,2.0,27.0
15539,"2020-04-13",Cuba,57.0,3.0,29.0
15540,"2020-04-13",Cyprus,29.0,1.0,0.0
15541,"2020-04-13",Czechia,68.0,5.0,55.0
15542,"2020-04-13",Denmark,144.0,12.0,112.0
15543,"2020-04-13",Diamond Princess,0.0,0.0,0.0
15544,"2020-04-13",Djibouti,84.0,0.0,5.0
15545,"2020-04-13",Dominica,0.0,0.0,0.0
15546,"2020-04-13",Dominican Republic,200.0,4.0,21.0
15547,"2020-04-13",Ecuador,63.0,22.0,96.0
15548,"2020-04-13",Egypt,125.0,5.0,0.0
15549,"2020-04-13",El Salvador,12.0,0.0,1.0
15550,"2020-04-13",Equatorial Guinea,0.0,0.0,1.0
15551,"2020-04-13",Eritrea,0.0,0.0,0.0
15552,"2020-04-13",Estonia,23.0,3.0,4.0
15553,"2020-04-13",Eswatini,1.0,0.0,0.0
15554,"2020-04-13",Ethiopia,3.0,0.0,4.0
15555,"2020-04-13",Fiji,0.0,0.0,0.0
15556,"2020-04-13",Finland,90.0,3.0,0.0
15557,"2020-04-13",France,3124.0,573.0,532.0
15558,"2020-04-13",Gabon,8.0,0.0,0.0
15559,"2020-04-13",Gambia,0.0,0.0,0.0
15560,"2020-04-13",Georgia,15.0,0.0,1.0
15561,"2020-04-13",Germany,2218.0,172.0,4000.0
15562,"2020-04-13",Ghana,0.0,0.0,0.0
15563,"2020-04-13",Greece,31.0,1.0,0.0
15564,"2020-04-13",Grenada,0.0,0.0,0.0
15565,"2020-04-13",Guatemala,1.0,0.0,0.0
15566,"2020-04-13",Guinea,69.0,0.0,0.0
15567,"2020-04-13",Guinea-Bissau,0.0,0.0,0.0
15568,"2020-04-13",Guyana,0.0,0.0,0.0
15569,"2020-04-13",Haiti,0.0,0.0,0.0
15570,"2020-04-13",Holy See,0.0,0.0,0.0
15571,"2020-04-13",Honduras,4.0,0.0,0.0
15572,"2020-04-13",Hungary,48.0,10.0,2.0
15573,"2020-04-13",Iceland,10.0,0.0,44.0
15574,"2020-04-13",India,1248.0,27.0,101.0
15575,"2020-04-13",Indonesia,316.0,26.0,21.0
15576,"2020-04-13",Iran,1617.0,111.0,2089.0
15577,"2020-04-13",Iraq,26.0,2.0,77.0
15578,"2020-04-13",Ireland,992.0,31.0,0.0
15579,"2020-04-13",Israel,438.0,9.0,319.0
15580,"2020-04-13",Italy,3153.0,566.0,1224.0
15581,"2020-04-13",Jamaica,4.0,0.0,6.0
15582,"2020-04-13",Japan,300.0,9.0,22.0
15583,"2020-04-13",Jordan,2.0,0.0,14.0
15584,"2020-04-13",Kazakhstan,140.0,2.0,39.0
15585,"2020-04-13",Kenya,11.0,1.0,15.0
15586,"2020-04-13","Korea, South",25.0,3.0,79.0
15587,"2020-04-13",Kosovo,79.0,0.0,1.0
15588,"2020-04-13",Kuwait,66.0,1.0,8.0
15589,"2020-04-13",Kyrgyzstan,42.0,0.0,13.0
15590,"2020-04-13",Laos,0.0,0.0,0.0
15591,"2020-04-13",Latvia,4.0,0.0,0.0
15592,"2020-04-13",Lebanon,2.0,0.0,0.0
15593,"2020-04-13",Lesotho,0.0,0.0,0.0
15594,"2020-04-13",Liberia,9.0,1.0,1.0
15595,"2020-04-13",Libya,1.0,0.0,0.0
15596,"2020-04-13",Liechtenstein,0.0,0.0,0.0
15597,"2020-04-13",Lithuania,18.0,1.0,3.0
15598,"2020-04-13",Luxembourg,11.0,3.0,0.0
15599,"2020-04-13",MS Zaandam,0.0,0.0,0.0
15600,"2020-04-13",Madagascar,0.0,0.0,1.0
15601,"2020-04-13",Malawi,3.0,0.0,0.0
15602,"2020-04-13",Malaysia,134.0,1.0,168.0
15603,"2020-04-13",Maldives,0.0,0.0,0.0
15604,"2020-04-13",Mali,18.0,1.0,4.0
15605,"2020-04-13",Malta,6.0,0.0,0.0
15606,"2020-04-13",Marshall Islands,0.0,0.0,0.0
15607,"2020-04-13",Mauritania,0.0,0.0,0.0
15608,"2020-04-13",Mauritius,0.0,0.0,0.0
15609,"2020-04-13",Mexico,353.0,36.0,71.0
15610,"2020-04-13",Micronesia,0.0,0.0,0.0
15611,"2020-04-13",Moldova,50.0,4.0,13.0
15612,"2020-04-13",Monaco,0.0,0.0,0.0
15613,"2020-04-13",Mongolia,1.0,0.0,0.0
15614,"2020-04-13",Montenegro,2.0,0.0,0.0
15615,"2020-04-13",Morocco,102.0,8.0,26.0
15616,"2020-04-13",Mozambique,0.0,0.0,0.0
15617,"2020-04-13",Namibia,0.0,0.0,0.0
15618,"2020-04-13",Nepal,2.0,0.0,0.0
15619,"2020-04-13",Netherlands,964.0,86.0,0.0
15620,"2020-04-13",New Zealand,19.0,1.0,75.0
15621,"2020-04-13",Nicaragua,0.0,0.0,0.0
15622,"2020-04-13",Niger,0.0,0.0,0.0
15623,"2020-04-13",Nigeria,20.0,0.0,6.0
15624,"2020-04-13",North Macedonia,26.0,4.0,3.0
15625,"2020-04-13",Norway,78.0,6.0,0.0
15626,"2020-04-13",Oman,128.0,0.0,15.0
15627,"2020-04-13",Pakistan,341.0,3.0,283.0
15628,"2020-04-13",Panama,166.0,8.0,6.0
15629,"2020-04-13",Papua New Guinea,0.0,0.0,0.0
15630,"2020-04-13",Paraguay,13.0,0.0,0.0
15631,"2020-04-13",Peru,2265.0,23.0,844.0
15632,"2020-04-13",Philippines,284.0,18.0,45.0
15633,"2020-04-13",Poland,260.0,13.0,48.0
15634,"2020-04-13",Portugal,349.0,31.0,0.0
15635,"2020-04-13",Qatar,252.0,0.0,59.0
15636,"2020-04-13",Romania,333.0,15.0,62.0
15637,"2020-04-13",Russia,2558.0,18.0,179.0
15638,"2020-04-13",Rwanda,1.0,0.0,17.0
15639,"2020-04-13",Saint Kitts and Nevis,0.0,0.0,0.0
15640,"2020-04-13",Saint Lucia,0.0,0.0,0.0
15641,"2020-04-13",Saint Vincent and the Grenadines,0.0,0.0,0.0
15642,"2020-04-13",Samoa,0.0,0.0,0.0
15643,"2020-04-13",San Marino,0.0,0.0,0.0
15644,"2020-04-13",Sao Tome and Principe,0.0,0.0,0.0
15645,"2020-04-13",Saudi Arabia,472.0,6.0,44.0
15646,"2020-04-13",Senegal,11.0,0.0,7.0
15647,"2020-04-13",Serbia,424.0,5.0,0.0
15648,"2020-04-13",Seychelles,0.0,0.0,0.0
15649,"2020-04-13",Sierra Leone,0.0,0.0,0.0
15650,"2020-04-13",Singapore,386.0,1.0,26.0
15651,"2020-04-13",Slovakia,27.0,0.0,84.0
15652,"2020-04-13",Slovenia,7.0,2.0,2.0
15653,"2020-04-13",Solomon Islands,0.0,0.0,0.0
15654,"2020-04-13",Somalia,35.0,1.0,0.0
15655,"2020-04-13",South Africa,99.0,2.0,0.0
15656,"2020-04-13",South Sudan,0.0,0.0,0.0
15657,"2020-04-13",Spain,3268.0,547.0,2336.0
15658,"2020-04-13",Sri Lanka,7.0,0.0,0.0
15659,"2020-04-13",Sudan,0.0,2.0,2.0
15660,"2020-04-13",Suriname,0.0,0.0,2.0
15661,"2020-04-13",Sweden,437.0,20.0,0.0
15662,"2020-04-13",Switzerland,273.0,32.0,1000.0
15663,"2020-04-13",Syria,0.0,0.0,0.0
15664,"2020-04-13",Taiwan*,5.0,0.0,0.0
15665,"2020-04-13",Tajikistan,0.0,0.0,0.0
15666,"2020-04-13",Tanzania,17.0,0.0,2.0
15667,"2020-04-13",Thailand,28.0,2.0,70.0
15668,"2020-04-13",Timor-Leste,2.0,0.0,0.0
15669,"2020-04-13",Togo,1.0,0.0,0.0
15670,"2020-04-13",Trinidad and Tobago,0.0,0.0,0.0
15671,"2020-04-13",Tunisia,19.0,3.0,0.0
15672,"2020-04-13",Turkey,4093.0,98.0,511.0
15673,"2020-04-13",US,26930.0,2013.0,10494.0
15674,"2020-04-13",Uganda,0.0,0.0,3.0
15675,"2020-04-13",Ukraine,325.0,10.0,8.0
15676,"2020-04-13",United Arab Emirates,398.0,3.0,172.0
15677,"2020-04-13",United Kingdom,4183.0,724.0,-344.0
15678,"2020-04-13",Uruguay,3.0,1.0,17.0
15679,"2020-04-13",Uzbekistan,133.0,0.0,19.0
15680,"2020-04-13",Vanuatu,0.0,0.0,0.0
15681,"2020-04-13",Venezuela,8.0,0.0,17.0
15682,"2020-04-13",Vietnam,3.0,0.0,2.0
15683,"2020-04-13",West Bank and Gaza,2.0,0.0,0.0
15684,"2020-04-13",Yemen,0.0,0.0,0.0
15685,"2020-04-13",Zambia,2.0,0.0,0.0
15686,"2020-04-13",Zimbabwe,3.0,0.0,0.0
15687,"2020-04-14",Afghanistan,49.0,1.0,8.0
15688,"2020-04-14",Albania,8.0,1.0,16.0
15689,"2020-04-14",Algeria,87.0,13.0,90.0
15690,"2020-04-14",Andorra,13.0,2.0,0.0
15691,"2020-04-14",Angola,0.0,0.0,1.0
15692,"2020-04-14",Antigua and Barbuda,0.0,0.0,3.0
15693,"2020-04-14",Argentina,69.0,5.0,44.0
15694,"2020-04-14",Armenia,28.0,2.0,54.0
15695,"2020-04-14",Austria,185.0,16.0,290.0
15696,"2020-04-14",Azerbaijan,49.0,1.0,62.0
15697,"2020-04-14",Bahamas,2.0,0.0,0.0
15698,"2020-04-14",Bahrain,167.0,1.0,54.0
15699,"2020-04-14",Bangladesh,209.0,7.0,0.0
15700,"2020-04-14",Barbados,0.0,0.0,0.0
15701,"2020-04-14",Belarus,362.0,4.0,0.0
15702,"2020-04-14",Belgium,530.0,254.0,161.0
15703,"2020-04-14",Belize,0.0,0.0,0.0
15704,"2020-04-14",Benin,0.0,0.0,13.0
15705,"2020-04-14",Bhutan,0.0,0.0,0.0
15706,"2020-04-14",Bolivia,24.0,1.0,4.0
15707,"2020-04-14",Bosnia and Herzegovina,46.0,1.0,30.0
15708,"2020-04-14",Botswana,0.0,0.0,0.0
15709,"2020-04-14",Brazil,1832.0,204.0,2873.0
15710,"2020-04-14",Brunei,0.0,0.0,0.0
15711,"2020-04-14",Bulgaria,28.0,3.0,10.0
15712,"2020-04-14",Burkina Faso,31.0,3.0,16.0
15713,"2020-04-14",Burma,1.0,0.0,0.0
15714,"2020-04-14",Burundi,0.0,0.0,0.0
15715,"2020-04-14",Cabo Verde,1.0,0.0,0.0
15716,"2020-04-14",Cambodia,0.0,0.0,14.0
15717,"2020-04-14",Cameroon,28.0,2.0,32.0
15718,"2020-04-14",Central African Republic,0.0,0.0,1.0
15719,"2020-04-14",Chad,0.0,0.0,0.0
15720,"2020-04-14",Chile,392.0,10.0,279.0
15721,"2020-04-14",Colombia,127.0,15.0,35.0
15722,"2020-04-14",Comoros,0.0,0.0,0.0
