"index","date","country","confirmed","deaths","recovered"
49123,"2020-10-07",Trinidad and Tobago,41.0,1.0,59.0
49124,"2020-10-07",Tunisia,2312.0,43.0,0.0
49125,"2020-10-07",Turkey,1581.0,56.0,1355.0
49126,"2020-10-07",US,51081.0,920.0,47505.0
49127,"2020-10-07",Uganda,178.0,1.0,131.0
49128,"2020-10-07",Ukraine,4887.0,83.0,2758.0
49129,"2020-10-07",United Arab Emirates,1046.0,1.0,1154.0
49130,"2020-10-07",United Kingdom,14162.0,70.0,0.0
49131,"2020-10-07",Uruguay,29.0,0.0,12.0
49132,"2020-10-07",Uzbekistan,236.0,2.0,107.0
49133,"2020-10-07",Vanuatu,0.0,0.0,0.0
49134,"2020-10-07",Venezuela,608.0,6.0,812.0
49135,"2020-10-07",Vietnam,1.0,0.0,0.0
49136,"2020-10-07",West Bank and Gaza,408.0,6.0,354.0
49137,"2020-10-07",Yemen,2.0,0.0,1.0
49138,"2020-10-07",Zambia,54.0,0.0,29.0
49139,"2020-10-07",Zimbabwe,4.0,0.0,1.0
49140,"2020-10-08",Afghanistan,68.0,1.0,13.0
49141,"2020-10-08",Albania,169.0,4.0,100.0
49142,"2020-10-08",Algeria,138.0,12.0,101.0
49143,"2020-10-08",Andorra,0.0,1.0,0.0
49144,"2020-10-08",Angola,233.0,-3.0,37.0
49145,"2020-10-08",Antigua and Barbuda,3.0,0.0,0.0
49146,"2020-10-08",Argentina,15454.0,484.0,14119.0
49147,"2020-10-08",Armenia,718.0,9.0,202.0
49148,"2020-10-08",Austria,1209.0,8.0,790.0
49149,"2020-10-08",Azerbaijan,191.0,1.0,154.0
49150,"2020-10-08",Bahamas,0.0,0.0,0.0
49151,"2020-10-08",Bahrain,490.0,2.0,0.0
49152,"2020-10-08",Bangladesh,1441.0,20.0,1685.0
49153,"2020-10-08",Barbados,0.0,0.0,0.0
49154,"2020-10-08",Belarus,477.0,6.0,398.0
49155,"2020-10-08",Belgium,5728.0,18.0,86.0
49156,"2020-10-08",Belize,63.0,0.0,32.0
49157,"2020-10-08",Benin,0.0,0.0,0.0
49158,"2020-10-08",Bhutan,0.0,0.0,3.0
49159,"2020-10-08",Bolivia,263.0,36.0,544.0
49160,"2020-10-08",Bosnia and Herzegovina,453.0,5.0,325.0
49161,"2020-10-08",Botswana,47.0,0.0,0.0
49162,"2020-10-08",Brazil,27750.0,729.0,30920.0
49163,"2020-10-08",Brunei,0.0,0.0,0.0
49164,"2020-10-08",Bulgaria,516.0,7.0,115.0
49165,"2020-10-08",Burkina Faso,19.0,1.0,28.0
49166,"2020-10-08",Burma,1012.0,25.0,282.0
49167,"2020-10-08",Burundi,0.0,0.0,0.0
49168,"2020-10-08",Cabo Verde,93.0,0.0,137.0
49169,"2020-10-08",Cambodia,0.0,0.0,0.0
49170,"2020-10-08",Cameroon,279.0,3.0,353.0
49171,"2020-10-08",Central African Republic,1.0,0.0,0.0
49172,"2020-10-08",Chad,11.0,0.0,8.0
49173,"2020-10-08",Chile,1576.0,77.0,1657.0
49174,"2020-10-08",Colombia,8495.0,0.0,0.0
49175,"2020-10-08",Comoros,4.0,0.0,7.0
49176,"2020-10-08",Congo (Brazzaville),0.0,0.0,0.0
49177,"2020-10-08",Congo (Kinshasa),18.0,0.0,3.0
49178,"2020-10-08",Costa Rica,1331.0,16.0,1487.0
49179,"2020-10-08",Cote d'Ivoire,47.0,0.0,76.0
49180,"2020-10-08",Croatia,542.0,1.0,165.0
49181,"2020-10-08",Cuba,19.0,0.0,50.0
49182,"2020-10-08",Cyprus,21.0,0.0,0.0
49183,"2020-10-08",Czechia,5397.0,40.0,393.0
49184,"2020-10-08",Denmark,446.0,2.0,659.0
49185,"2020-10-08",Diamond Princess,0.0,0.0,0.0
49186,"2020-10-08",Djibouti,0.0,0.0,2.0
49187,"2020-10-08",Dominica,0.0,0.0,0.0
49188,"2020-10-08",Dominican Republic,724.0,4.0,410.0
49189,"2020-10-08",Ecuador,1514.0,398.0,0.0
49190,"2020-10-08",Egypt,121.0,7.0,32.0
49191,"2020-10-08",El Salvador,105.0,4.0,127.0
49192,"2020-10-08",Equatorial Guinea,10.0,0.0,0.0
49193,"2020-10-08",Eritrea,7.0,0.0,6.0
49194,"2020-10-08",Estonia,45.0,0.0,11.0
49195,"2020-10-08",Eswatini,15.0,0.0,35.0
49196,"2020-10-08",Ethiopia,902.0,7.0,764.0
49197,"2020-10-08",Fiji,0.0,0.0,0.0
49198,"2020-10-08",Finland,296.0,0.0,0.0
49199,"2020-10-08",France,17315.0,73.0,455.0
49200,"2020-10-08",Gabon,0.0,0.0,0.0
49201,"2020-10-08",Gambia,4.0,0.0,202.0
49202,"2020-10-08",Georgia,472.0,3.0,318.0
49203,"2020-10-08",Germany,4804.0,12.0,2238.0
49204,"2020-10-08",Ghana,118.0,3.0,199.0
49205,"2020-10-08",Greece,434.0,6.0,0.0
49206,"2020-10-08",Grenada,0.0,0.0,0.0
49207,"2020-10-08",Guatemala,776.0,12.0,702.0
49208,"2020-10-08",Guinea,38.0,0.0,56.0
49209,"2020-10-08",Guinea-Bissau,0.0,0.0,0.0
49210,"2020-10-08",Guyana,37.0,3.0,81.0
49211,"2020-10-08",Haiti,19.0,0.0,0.0
49212,"2020-10-08",Holy See,0.0,0.0,0.0
49213,"2020-10-08",Honduras,656.0,11.0,499.0
49214,"2020-10-08",Hungary,932.0,21.0,38.0
49215,"2020-10-08",Iceland,95.0,0.0,45.0
49216,"2020-10-08",India,70496.0,964.0,78365.0
49217,"2020-10-08",Indonesia,4850.0,108.0,3769.0
49218,"2020-10-08",Iran,4392.0,230.0,2191.0
49219,"2020-10-08",Iraq,3522.0,79.0,4031.0
49220,"2020-10-08",Ireland,502.0,1.0,0.0
49221,"2020-10-08",Israel,3755.0,47.0,4903.0
49222,"2020-10-08",Italy,4458.0,22.0,1060.0
49223,"2020-10-08",Jamaica,82.0,2.0,32.0
49224,"2020-10-08",Japan,640.0,3.0,551.0
49225,"2020-10-08",Jordan,1317.0,13.0,202.0
49226,"2020-10-08",Kazakhstan,358.0,1.0,219.0
49227,"2020-10-08",Kenya,271.0,3.0,51.0
49228,"2020-10-08","Korea, South",54.0,1.0,106.0
49229,"2020-10-08",Kosovo,33.0,0.0,46.0
49230,"2020-10-08",Kuwait,698.0,3.0,538.0
49231,"2020-10-08",Kyrgyzstan,245.0,4.0,159.0
49232,"2020-10-08",Laos,0.0,0.0,0.0
49233,"2020-10-08",Latvia,109.0,0.0,0.0
49234,"2020-10-08",Lebanon,1367.0,6.0,640.0
49235,"2020-10-08",Lesotho,19.0,1.0,0.0
49236,"2020-10-08",Liberia,5.0,0.0,0.0
49237,"2020-10-08",Libya,779.0,8.0,299.0
49238,"2020-10-08",Liechtenstein,4.0,0.0,1.0
49239,"2020-10-08",Lithuania,142.0,1.0,63.0
49240,"2020-10-08",Luxembourg,100.0,1.0,0.0
49241,"2020-10-08",MS Zaandam,0.0,0.0,0.0
49242,"2020-10-08",Madagascar,21.0,0.0,102.0
49243,"2020-10-08",Malawi,6.0,0.0,51.0
49244,"2020-10-08",Malaysia,375.0,5.0,18.0
49245,"2020-10-08",Maldives,86.0,0.0,42.0
49246,"2020-10-08",Mali,25.0,0.0,4.0
49247,"2020-10-08",Malta,64.0,0.0,19.0
49248,"2020-10-08",Marshall Islands,0.0,0.0,0.0
49249,"2020-10-08",Mauritania,5.0,0.0,15.0
49250,"2020-10-08",Mauritius,0.0,0.0,0.0
49251,"2020-10-08",Mexico,5300.0,370.0,2911.0
49252,"2020-10-08",Micronesia,0.0,0.0,0.0
49253,"2020-10-08",Moldova,1121.0,18.0,528.0
49254,"2020-10-08",Monaco,2.0,0.0,5.0
49255,"2020-10-08",Mongolia,0.0,0.0,0.0
49256,"2020-10-08",Montenegro,210.0,1.0,247.0
49257,"2020-10-08",Morocco,2929.0,47.0,2133.0
49258,"2020-10-08",Mozambique,145.0,0.0,99.0
49259,"2020-10-08",Namibia,67.0,1.0,86.0
49260,"2020-10-08",Nepal,4364.0,12.0,2675.0
49261,"2020-10-08",Netherlands,5822.0,13.0,0.0
49262,"2020-10-08",New Zealand,2.0,0.0,0.0
49263,"2020-10-08",Nicaragua,0.0,0.0,0.0
49264,"2020-10-08",Niger,1.0,0.0,0.0
49265,"2020-10-08",Nigeria,103.0,0.0,148.0
49266,"2020-10-08",North Macedonia,364.0,3.0,106.0
49267,"2020-10-08",Norway,208.0,0.0,0.0
49268,"2020-10-08",Oman,664.0,9.0,402.0
49269,"2020-10-08",Pakistan,661.0,8.0,333.0
49270,"2020-10-08",Panama,754.0,15.0,781.0
49271,"2020-10-08",Papua New Guinea,8.0,0.0,5.0
49272,"2020-10-08",Paraguay,881.0,23.0,706.0
49273,"2020-10-08",Peru,2733.0,95.0,4610.0
49274,"2020-10-08",Philippines,2232.0,144.0,595.0
49275,"2020-10-08",Poland,4280.0,75.0,1144.0
49276,"2020-10-08",Portugal,1278.0,10.0,480.0
49277,"2020-10-08",Qatar,213.0,0.0,219.0
49278,"2020-10-08",Romania,3130.0,44.0,1548.0
49279,"2020-10-08",Russia,11345.0,184.0,6920.0
49280,"2020-10-08",Rwanda,2.0,0.0,134.0
49281,"2020-10-08",Saint Kitts and Nevis,0.0,0.0,1.0
49282,"2020-10-08",Saint Lucia,1.0,0.0,0.0
49283,"2020-10-08",Saint Vincent and the Grenadines,0.0,0.0,0.0
49284,"2020-10-08",Samoa,0.0,0.0,0.0
49285,"2020-10-08",San Marino,9.0,0.0,2.0
49286,"2020-10-08",Sao Tome and Principe,7.0,0.0,2.0
49287,"2020-10-08",Saudi Arabia,421.0,25.0,561.0
49288,"2020-10-08",Senegal,16.0,0.0,70.0
49289,"2020-10-08",Serbia,151.0,2.0,0.0
49290,"2020-10-08",Seychelles,0.0,0.0,0.0
49291,"2020-10-08",Sierra Leone,6.0,0.0,5.0
49292,"2020-10-08",Singapore,9.0,0.0,44.0
49293,"2020-10-08",Slovakia,1037.0,2.0,153.0
49294,"2020-10-08",Slovenia,387.0,1.0,120.0
49295,"2020-10-08",Solomon Islands,0.0,0.0,0.0
49296,"2020-10-08",Somalia,0.0,0.0,0.0
49297,"2020-10-08",South Africa,1736.0,160.0,644.0
49298,"2020-10-08",South Sudan,1.0,3.0,0.0
49299,"2020-10-08",Spain,12423.0,126.0,0.0
49300,"2020-10-08",Sri Lanka,29.0,0.0,4.0
49301,"2020-10-08",Sudan,2.0,0.0,0.0
49302,"2020-10-08",Suriname,25.0,0.0,13.0
49303,"2020-10-08",Sweden,855.0,0.0,0.0
49304,"2020-10-08",Switzerland,1172.0,5.0,1100.0
49305,"2020-10-08",Syria,62.0,3.0,14.0
49306,"2020-10-08",Taiwan*,1.0,0.0,1.0
49307,"2020-10-08",Tajikistan,42.0,0.0,38.0
49308,"2020-10-08",Tanzania,0.0,0.0,0.0
49309,"2020-10-08",Thailand,6.0,0.0,2.0
49310,"2020-10-08",Timor-Leste,0.0,0.0,0.0
49311,"2020-10-08",Togo,9.0,0.0,7.0
49312,"2020-10-08",Trinidad and Tobago,76.0,2.0,66.0
49313,"2020-10-08",Tunisia,2357.0,45.0,0.0
49314,"2020-10-08",Turkey,1615.0,58.0,1398.0
49315,"2020-10-08",US,58593.0,993.0,21357.0
49316,"2020-10-08",Uganda,182.0,0.0,193.0
49317,"2020-10-08",Ukraine,5545.0,100.0,2397.0
49318,"2020-10-08",United Arab Emirates,1089.0,2.0,1769.0
49319,"2020-10-08",United Kingdom,17540.0,77.0,0.0
49320,"2020-10-08",Uruguay,20.0,0.0,14.0
49321,"2020-10-08",Uzbekistan,447.0,5.0,672.0
49322,"2020-10-08",Vanuatu,0.0,0.0,0.0
49323,"2020-10-08",Venezuela,615.0,7.0,665.0
49324,"2020-10-08",Vietnam,1.0,0.0,0.0
49325,"2020-10-08",West Bank and Gaza,416.0,4.0,631.0
49326,"2020-10-08",Yemen,1.0,0.0,1.0
49327,"2020-10-08",Zambia,77.0,0.0,23.0
49328,"2020-10-08",Zimbabwe,32.0,0.0,5.0
49329,"2020-10-09",Afghanistan,77.0,2.0,0.0
49330,"2020-10-09",Albania,167.0,2.0,89.0
49331,"2020-10-09",Algeria,146.0,6.0,109.0
49332,"2020-10-09",Andorra,128.0,1.0,99.0
49333,"2020-10-09",Angola,73.0,4.0,50.0
49334,"2020-10-09",Antigua and Barbuda,0.0,0.0,0.0
49335,"2020-10-09",Argentina,15099.0,515.0,12297.0
49336,"2020-10-09",Armenia,614.0,6.0,216.0
49337,"2020-10-09",Austria,1131.0,4.0,750.0
49338,"2020-10-09",Azerbaijan,215.0,2.0,117.0
49339,"2020-10-09",Bahamas,0.0,0.0,0.0
49340,"2020-10-09",Bahrain,438.0,7.0,995.0
49341,"2020-10-09",Bangladesh,1278.0,17.0,1596.0
49342,"2020-10-09",Barbados,1.0,0.0,0.0
49343,"2020-10-09",Belarus,489.0,5.0,462.0
49344,"2020-10-09",Belgium,5385.0,25.0,91.0
49345,"2020-10-09",Belize,54.0,1.0,28.0
49346,"2020-10-09",Benin,0.0,0.0,0.0
49347,"2020-10-09",Bhutan,2.0,0.0,27.0
49348,"2020-10-09",Bolivia,257.0,34.0,535.0
49349,"2020-10-09",Bosnia and Herzegovina,389.0,13.0,302.0
49350,"2020-10-09",Botswana,0.0,0.0,0.0
49351,"2020-10-09",Brazil,27444.0,682.0,14762.0
49352,"2020-10-09",Brunei,0.0,0.0,0.0
49353,"2020-10-09",Bulgaria,612.0,7.0,150.0
49354,"2020-10-09",Burkina Faso,13.0,0.0,10.0
49355,"2020-10-09",Burma,1461.0,31.0,372.0
49356,"2020-10-09",Burundi,0.0,0.0,0.0
49357,"2020-10-09",Cabo Verde,92.0,2.0,111.0
49358,"2020-10-09",Cambodia,2.0,0.0,1.0
49359,"2020-10-09",Cameroon,0.0,0.0,0.0
49360,"2020-10-09",Central African Republic,0.0,0.0,0.0
49361,"2020-10-09",Chad,12.0,1.0,4.0
49362,"2020-10-09",Chile,1753.0,53.0,1587.0
49363,"2020-10-09",Colombia,8121.0,315.0,6574.0
49364,"2020-10-09",Comoros,0.0,0.0,0.0
49365,"2020-10-09",Congo (Brazzaville),29.0,1.0,0.0
49366,"2020-10-09",Congo (Kinshasa),13.0,0.0,0.0
49367,"2020-10-09",Costa Rica,1225.0,15.0,545.0
49368,"2020-10-09",Cote d'Ivoire,54.0,0.0,70.0
49369,"2020-10-09",Croatia,457.0,3.0,222.0
49370,"2020-10-09",Cuba,26.0,0.0,27.0
49371,"2020-10-09",Cyprus,33.0,1.0,0.0
49372,"2020-10-09",Czechia,8617.0,36.0,2013.0
49373,"2020-10-09",Denmark,482.0,0.0,603.0
49374,"2020-10-09",Diamond Princess,0.0,0.0,0.0
49375,"2020-10-09",Djibouti,0.0,0.0,0.0
49376,"2020-10-09",Dominica,1.0,0.0,0.0
49377,"2020-10-09",Dominican Republic,585.0,2.0,494.0
49378,"2020-10-09",Ecuador,803.0,34.0,0.0
49379,"2020-10-09",Egypt,106.0,12.0,68.0
49380,"2020-10-09",El Salvador,109.0,4.0,225.0
49381,"2020-10-09",Equatorial Guinea,1.0,0.0,0.0
49382,"2020-10-09",Eritrea,0.0,0.0,0.0
49383,"2020-10-09",Estonia,49.0,1.0,82.0
49384,"2020-10-09",Eswatini,12.0,0.0,23.0
49385,"2020-10-09",Ethiopia,865.0,9.0,668.0
49386,"2020-10-09",Fiji,0.0,0.0,0.0
49387,"2020-10-09",Finland,235.0,0.0,0.0
49388,"2020-10-09",France,20314.0,109.0,-123.0
49389,"2020-10-09",Gabon,20.0,0.0,25.0
49390,"2020-10-09",Gambia,4.0,0.0,52.0
49391,"2020-10-09",Georgia,527.0,6.0,313.0
49392,"2020-10-09",Germany,4554.0,5.0,1758.0
49393,"2020-10-09",Ghana,40.0,0.0,119.0
49394,"2020-10-09",Greece,391.0,1.0,0.0
49395,"2020-10-09",Grenada,0.0,0.0,0.0
49396,"2020-10-09",Guatemala,455.0,9.0,605.0
49397,"2020-10-09",Guinea,53.0,0.0,33.0
49398,"2020-10-09",Guinea-Bissau,0.0,0.0,0.0
49399,"2020-10-09",Guyana,29.0,2.0,15.0
49400,"2020-10-09",Haiti,16.0,1.0,0.0
49401,"2020-10-09",Holy See,0.0,0.0,0.0
49402,"2020-10-09",Honduras,880.0,15.0,647.0
49403,"2020-10-09",Hungary,1176.0,15.0,15.0
49404,"2020-10-09",Iceland,106.0,0.0,37.0
49405,"2020-10-09",India,73272.0,926.0,82753.0
49406,"2020-10-09",Indonesia,4094.0,97.0,3607.0
49407,"2020-10-09",Iran,4142.0,210.0,2079.0
49408,"2020-10-09",Iraq,3214.0,52.0,4282.0
49409,"2020-10-09",Ireland,617.0,4.0,0.0
49410,"2020-10-09",Israel,2963.0,40.0,5180.0
49411,"2020-10-09",Italy,5372.0,28.0,1186.0
49412,"2020-10-09",Jamaica,90.0,4.0,370.0
49413,"2020-10-09",Japan,588.0,6.0,466.0
49414,"2020-10-09",Jordan,1246.0,22.0,129.0
49415,"2020-10-09",Kazakhstan,348.0,2.0,152.0
49416,"2020-10-09",Kenya,442.0,4.0,166.0
49417,"2020-10-09","Korea, South",72.0,2.0,55.0
49418,"2020-10-09",Kosovo,79.0,3.0,61.0
49419,"2020-10-09",Kuwait,635.0,7.0,710.0
49420,"2020-10-09",Kyrgyzstan,275.0,4.0,140.0
49421,"2020-10-09",Laos,0.0,0.0,0.0
49422,"2020-10-09",Latvia,137.0,0.0,0.0
49423,"2020-10-09",Lebanon,1426.0,11.0,647.0
49424,"2020-10-09",Lesotho,14.0,1.0,0.0
49425,"2020-10-09",Liberia,0.0,0.0,0.0
49426,"2020-10-09",Libya,1076.0,5.0,323.0
49427,"2020-10-09",Liechtenstein,4.0,0.0,0.0
49428,"2020-10-09",Lithuania,133.0,1.0,52.0
49429,"2020-10-09",Luxembourg,141.0,1.0,0.0
49430,"2020-10-09",MS Zaandam,0.0,0.0,0.0
49431,"2020-10-09",Madagascar,22.0,2.0,65.0
49432,"2020-10-09",Malawi,4.0,0.0,5.0
49433,"2020-10-09",Malaysia,354.0,6.0,188.0
49434,"2020-10-09",Maldives,66.0,0.0,65.0
49435,"2020-10-09",Mali,13.0,0.0,8.0
49436,"2020-10-09",Malta,75.0,0.0,31.0
49437,"2020-10-09",Marshall Islands,0.0,0.0,0.0
49438,"2020-10-09",Mauritania,8.0,1.0,18.0
49439,"2020-10-09",Mauritius,0.0,0.0,0.0
49440,"2020-10-09",Mexico,5532.0,401.0,4519.0
49441,"2020-10-09",Micronesia,0.0,0.0,0.0
49442,"2020-10-09",Moldova,918.0,18.0,481.0
49443,"2020-10-09",Monaco,4.0,0.0,2.0
49444,"2020-10-09",Mongolia,0.0,0.0,2.0
49445,"2020-10-09",Montenegro,344.0,3.0,172.0
49446,"2020-10-09",Morocco,3445.0,44.0,2747.0
49447,"2020-10-09",Mozambique,103.0,1.0,260.0
49448,"2020-10-09",Namibia,48.0,0.0,19.0
49449,"2020-10-09",Nepal,2059.0,10.0,1680.0
49450,"2020-10-09",Netherlands,5971.0,13.0,0.0
49451,"2020-10-09",New Zealand,4.0,0.0,1.0
49452,"2020-10-09",Nicaragua,0.0,0.0,0.0
49453,"2020-10-09",Niger,0.0,0.0,1.0
49454,"2020-10-09",Nigeria,151.0,0.0,63.0
49455,"2020-10-09",North Macedonia,386.0,6.0,154.0
49456,"2020-10-09",Norway,167.0,0.0,0.0
49457,"2020-10-09",Oman,0.0,0.0,0.0
49458,"2020-10-09",Pakistan,671.0,6.0,354.0
49459,"2020-10-09",Panama,787.0,11.0,571.0
49460,"2020-10-09",Papua New Guinea,0.0,0.0,0.0
49461,"2020-10-09",Paraguay,959.0,33.0,667.0
49462,"2020-10-09",Peru,2952.0,89.0,0.0
49463,"2020-10-09",Philippines,2901.0,83.0,989.0
49464,"2020-10-09",Poland,4739.0,52.0,1385.0
49465,"2020-10-09",Portugal,1394.0,12.0,647.0
49466,"2020-10-09",Qatar,206.0,1.0,232.0
49467,"2020-10-09",Romania,3186.0,52.0,1680.0
49468,"2020-10-09",Russia,11969.0,198.0,7002.0
49469,"2020-10-09",Rwanda,5.0,1.0,13.0
49470,"2020-10-09",Saint Kitts and Nevis,0.0,0.0,0.0
49471,"2020-10-09",Saint Lucia,0.0,0.0,0.0
49472,"2020-10-09",Saint Vincent and the Grenadines,0.0,0.0,0.0
49473,"2020-10-09",Samoa,0.0,0.0,0.0
49474,"2020-10-09",San Marino,0.0,0.0,0.0
49475,"2020-10-09",Sao Tome and Principe,1.0,0.0,0.0
49476,"2020-10-09",Saudi Arabia,407.0,24.0,513.0
49477,"2020-10-09",Senegal,23.0,0.0,68.0
49478,"2020-10-09",Serbia,173.0,1.0,0.0
49479,"2020-10-09",Seychelles,0.0,0.0,1.0
49480,"2020-10-09",Sierra Leone,2.0,0.0,2.0
49481,"2020-10-09",Singapore,10.0,0.0,7.0
49482,"2020-10-09",Slovakia,1184.0,0.0,99.0
49483,"2020-10-09",Slovenia,365.0,5.0,187.0
49484,"2020-10-09",Solomon Islands,0.0,0.0,0.0
49485,"2020-10-09",Somalia,0.0,0.0,0.0
49486,"2020-10-09",South Africa,1461.0,139.0,1310.0
49487,"2020-10-09",South Sudan,12.0,1.0,0.0
49488,"2020-10-09",Spain,12788.0,241.0,0.0
49489,"2020-10-09",Sri Lanka,35.0,0.0,18.0
49490,"2020-10-09",Sudan,3.0,0.0,0.0
49491,"2020-10-09",Suriname,14.0,0.0,22.0
49492,"2020-10-09",Sweden,919.0,2.0,0.0
49493,"2020-10-09",Switzerland,1487.0,1.0,0.0
49494,"2020-10-09",Syria,50.0,3.0,23.0
49495,"2020-10-09",Taiwan*,3.0,0.0,1.0
49496,"2020-10-09",Tajikistan,40.0,1.0,45.0
49497,"2020-10-09",Tanzania,0.0,0.0,0.0
49498,"2020-10-09",Thailand,6.0,0.0,4.0
49499,"2020-10-09",Timor-Leste,0.0,0.0,0.0
49500,"2020-10-09",Togo,14.0,0.0,7.0
49501,"2020-10-09",Trinidad and Tobago,58.0,3.0,74.0
49502,"2020-10-09",Tunisia,0.0,0.0,0.0
49503,"2020-10-09",Turkey,1629.0,55.0,1402.0
49504,"2020-10-09",US,56358.0,968.0,17837.0
49505,"2020-10-09",Uganda,96.0,1.0,76.0
49506,"2020-10-09",Ukraine,5961.0,92.0,2507.0
49507,"2020-10-09",United Arab Emirates,1075.0,4.0,1424.0
49508,"2020-10-09",United Kingdom,13864.0,87.0,0.0
49509,"2020-10-09",Uruguay,25.0,0.0,13.0
49510,"2020-10-09",Uzbekistan,316.0,2.0,384.0
49511,"2020-10-09",Vanuatu,0.0,0.0,0.0
49512,"2020-10-09",Venezuela,677.0,6.0,824.0
49513,"2020-10-09",Vietnam,5.0,0.0,1.0
49514,"2020-10-09",West Bank and Gaza,408.0,8.0,338.0
49515,"2020-10-09",Yemen,1.0,0.0,0.0
49516,"2020-10-09",Zambia,38.0,1.0,74.0
49517,"2020-10-09",Zimbabwe,43.0,0.0,28.0
49518,"2020-10-10",Afghanistan,10.0,1.0,6.0
49519,"2020-10-10",Albania,165.0,3.0,102.0
49520,"2020-10-10",Algeria,136.0,6.0,103.0
49521,"2020-10-10",Andorra,0.0,0.0,0.0
49522,"2020-10-10",Angola,215.0,6.0,31.0
49523,"2020-10-10",Antigua and Barbuda,0.0,0.0,0.0
49524,"2020-10-10",Argentina,12414.0,356.0,12323.0
49525,"2020-10-10",Armenia,649.0,6.0,243.0
49526,"2020-10-10",Austria,1235.0,10.0,790.0
49527,"2020-10-10",Azerbaijan,233.0,3.0,106.0
49528,"2020-10-10",Bahamas,310.0,4.0,208.0
49529,"2020-10-10",Bahrain,427.0,2.0,402.0
49530,"2020-10-10",Bangladesh,1203.0,23.0,1453.0
49531,"2020-10-10",Barbados,2.0,0.0,1.0
49532,"2020-10-10",Belarus,0.0,0.0,0.0
49533,"2020-10-10",Belgium,7950.0,24.0,130.0
49534,"2020-10-10",Belize,0.0,0.0,0.0
49535,"2020-10-10",Benin,0.0,0.0,0.0
49536,"2020-10-10",Bhutan,0.0,0.0,5.0
49537,"2020-10-10",Bolivia,237.0,30.0,439.0
49538,"2020-10-10",Bosnia and Herzegovina,428.0,1.0,129.0
49539,"2020-10-10",Botswana,0.0,0.0,0.0
49540,"2020-10-10",Brazil,26749.0,559.0,0.0
49541,"2020-10-10",Brunei,0.0,0.0,0.0
49542,"2020-10-10",Bulgaria,448.0,4.0,105.0
49543,"2020-10-10",Burkina Faso,17.0,1.0,26.0
49544,"2020-10-10",Burma,2158.0,32.0,312.0
49545,"2020-10-10",Burundi,2.0,0.0,0.0
49546,"2020-10-10",Cabo Verde,104.0,1.0,38.0
49547,"2020-10-10",Cambodia,0.0,0.0,0.0
49548,"2020-10-10",Cameroon,0.0,0.0,0.0
49549,"2020-10-10",Central African Republic,1.0,0.0,10.0
49550,"2020-10-10",Chad,17.0,2.0,1.0
49551,"2020-10-10",Chile,1826.0,52.0,1757.0
49552,"2020-10-10",Colombia,8447.0,165.0,2584.0
49553,"2020-10-10",Comoros,0.0,0.0,0.0
49554,"2020-10-10",Congo (Brazzaville),0.0,0.0,0.0
49555,"2020-10-10",Congo (Kinshasa),6.0,0.0,0.0
49556,"2020-10-10",Costa Rica,1386.0,21.0,342.0
49557,"2020-10-10",Cote d'Ivoire,92.0,0.0,56.0
49558,"2020-10-10",Croatia,486.0,4.0,258.0
49559,"2020-10-10",Cuba,5.0,0.0,42.0
49560,"2020-10-10",Cyprus,35.0,0.0,75.0
49561,"2020-10-10",Czechia,4631.0,43.0,1736.0
49562,"2020-10-10",Denmark,444.0,2.0,485.0
49563,"2020-10-10",Diamond Princess,0.0,0.0,8.0
49564,"2020-10-10",Djibouti,0.0,0.0,0.0
49565,"2020-10-10",Dominica,0.0,0.0,0.0
49566,"2020-10-10",Dominican Republic,557.0,2.0,566.0
49567,"2020-10-10",Ecuador,980.0,13.0,0.0
49568,"2020-10-10",Egypt,125.0,11.0,51.0
49569,"2020-10-10",El Salvador,0.0,6.0,0.0
49570,"2020-10-10",Equatorial Guinea,0.0,0.0,0.0
49571,"2020-10-10",Eritrea,9.0,0.0,8.0
49572,"2020-10-10",Estonia,37.0,0.0,40.0
49573,"2020-10-10",Eswatini,16.0,0.0,28.0
49574,"2020-10-10",Ethiopia,767.0,6.0,581.0
49575,"2020-10-10",Fiji,0.0,0.0,0.0
49576,"2020-10-10",Finland,269.0,0.0,0.0
49577,"2020-10-10",France,26677.0,35.0,-24.0
49578,"2020-10-10",Gabon,0.0,0.0,0.0
49579,"2020-10-10",Gambia,7.0,0.0,51.0
49580,"2020-10-10",Georgia,519.0,6.0,253.0
49581,"2020-10-10",Germany,2968.0,21.0,1216.0
49582,"2020-10-10",Ghana,18.0,0.0,20.0
49583,"2020-10-10",Greece,306.0,5.0,0.0
49584,"2020-10-10",Grenada,0.0,0.0,0.0
49585,"2020-10-10",Guatemala,609.0,9.0,703.0
49586,"2020-10-10",Guinea,42.0,1.0,39.0
49587,"2020-10-10",Guinea-Bissau,0.0,0.0,0.0
49588,"2020-10-10",Guyana,47.0,2.0,124.0
49589,"2020-10-10",Haiti,0.0,0.0,91.0
49590,"2020-10-10",Holy See,0.0,0.0,0.0
49591,"2020-10-10",Honduras,594.0,12.0,195.0
49592,"2020-10-10",Hungary,1374.0,20.0,481.0
49593,"2020-10-10",Iceland,87.0,0.0,18.0
49594,"2020-10-10",India,74383.0,918.0,89154.0
49595,"2020-10-10",Indonesia,4294.0,88.0,3814.0
49596,"2020-10-10",Iran,3875.0,195.0,2571.0
49597,"2020-10-10",Iraq,2344.0,55.0,4233.0
49598,"2020-10-10",Ireland,1011.0,3.0,0.0
49599,"2020-10-10",Israel,916.0,35.0,3857.0
